title,movieId,budget
Sex and Zen,45491,0
Topkapi,5052,0
Witness for the Prosecution,37257,3000000
Ali,8489,107000000
Black Hawk Down,855,92000000
Charlotte Gray,12660,0
Yentl,10269,12000000
Gosford Park,5279,19800000
I Am Sam,10950,22000000
Monster's Ball,1365,4000000
The Shipping News,6440,0
The Big Heat,14580,0
Motorama,49410,0
Queen Bee,28296,0
Silent Trigger,24206,15000000
Murder by Death,6037,0
The Servant,42987,0
The Waterdance,61418,0
Come Undone,27099,0
Orange County,11857,0
Brotherhood of the Wolf,6312,29000000
Another 48 Hrs.,11595,38000000
What Time Is It There?,24166,0
China Moon,26337,0
The Umbrella Woman,59066,0
Maria's Lovers,77985,0
Romantic Comedy,77074,0
The Russia House,10170,22997992
Truly Madly Deeply,18317,0
Wuthering Heights,98491,0
California Suite,26686,0
The Long Gray Line,61934,0
The Flight of Dragons,27273,0
Dragonslayer,848,18000000
Conan the Destroyer,9610,18000000
Fire and Ice,15035,1200000
Forbidden Zone,16127,0
The Formula,31603,0
Foxes,32020,0
Galaxina,33155,5500000
Impostor,4965,40000000
Kung Pow: Enter the Fist,11891,0
Snow Dogs,11888,33000000
48 Hrs.,150,12000000
The Farewell,35263,0
Italian for Beginners,112,0
Time of Favor,125717,0
Blankman,20678,0
Brainstorm,15050,15000000
Dragon: The Bruce Lee Story,10423,14000000
The Enigma of Kaspar Hauser,11710,0
4 for Texas,17691,0
Heart of Glass,27378,0
Little Dieter Needs to Fly,57976,0
M*A*S*H,651,3500000
Mrs. Soffel,31955,0
Seconds,20620,0
One-Eyed Jacks,18647,6000000
The Count of Monte Cristo,11362,35000000
The Mothman Prophecies,2637,32000000
A Walk to Remember,10229,11000000
American Adobo,50819,344
Beijing Bicycle,12659,0
Hey Happy,41870,0
Maelström,35650,0
Metropolis,9606,14500000
The Son's Room,11447,0
Storytelling,16550,0
Waydowntown,13915,555000
The Adventures of Huck Finn,34723,6500000
Cousins,31674,13000000
Falling in Love,52744,0
Young at Heart,43340,0
Slackers,20009,14000000
Birthday Girl,2084,13000000
A Rumor of Angels,50225,0
Rare Birds,74692,5000000
Caged Heat,39775,180000
Carmen Jones,51044,750000
The Five Heartbeats,29475,0
Get Out Your Handkerchiefs,4267,0
Going Places,4031,0
Honky Tonk Freeway,47871,24000000
The Hunchback of Notre Dame,11594,0
The Magnificent One,19562,0
Big Fat Liar,11870,15000000
Collateral Damage,9884,85000000
Rollerball,11535,0
"Scotland, Pa.",27593,0
Baby's Day Out,11212,50000000
Bright Eyes,29887,0
Dimples,32484,0
Heidi,28345,0
The Man Who Loved Women,69928,19000000
Richard Pryor: Here and Now,21921,0
Rookie of the Year,21845,0
The Sandlot,11528,0
Cows,2441,0
Don't Look Now,931,1500000
Crossroads,17130,12000000
Hart's War,10592,70000000
John Q,8470,36000000
Return to Never Land,16690,20000000
Super Troopers,39939,3000000
The Good Son,9272,17000000
Last Orders,14778,0
After the Fox,19137,0
The Bad and the Beautiful,32499,1558000
Cast a Giant Shadow,8737,0
Designing Woman,33668,0
Funny Lady,39282,0
The Heartbreak Kid,40687,0
Saturday Night and Sunday Morning,37230,0
Sleuth,993,0
Stroszek,11698,0
Summer of '42,41357,0
A Touch of Class,42458,0
Town Without Pity,93427,0
Used Cars,14475,8000000
The Deadly Mantis,43715,0
Dragonfly,10052,60000000
Queen of the Damned,11979,35000000
Big Bad Love,75151,0
Green Dragon,35868,0
